"Idx","NivelSalarial","AcidenteTrabalho","Saiu","Promovido5anos","Departamento","Satisfacao","UltimaAvaliacao","NumProjetos","HorasMensais","TempoServico"
"12680","Baixo","0","1","0","product_mng",0.86,1,5,229,5
"12681","Baixo","0","1","0","IT",0.1,0.83,6,269,4
"12682","Baixo","0","1","0","sales",0.4,0.49,2,128,3
"12683","Baixo","0","1","0","sales",0.11,0.87,7,278,4
"12684","Baixo","0","1","0","sales",0.86,0.98,3,158,5
"12685","Médio","0","1","0","sales",0.42,1,3,202,3
"12686","Médio","0","1","0","sales",0.79,0.84,4,240,5
"12687","Médio","0","1","0","marketing",0.1,0.96,7,255,4
"12688","Médio","0","1","0","sales",0.09,0.92,7,254,4
"12689","Médio","0","1","0","accounting",0.09,0.82,6,257,4
"12690","Médio","0","1","0","support",0.87,1,4,228,5
"12691","Médio","0","1","0","technical",0.36,0.49,2,145,3
"12692","Médio","0","1","0","management",0.42,0.75,3,218,4
"12693","Médio","0","1","0","marketing",0.84,0.86,5,268,5
"12694","Médio","0","1","0","marketing",0.1,0.83,6,278,4
"12695","Médio","0","1","0","marketing",0.78,0.71,3,249,5
"12696","Médio","0","1","0","sales",0.35,0.99,3,236,4
"12697","Alto","0","1","0","sales",0.1,0.81,7,291,4
"12698","Baixo","0","1","0","sales",0.11,0.8,6,306,4
"12699","Médio","0","1","0","sales",0.43,0.48,2,135,3
"12700","Médio","0","1","0","sales",0.38,0.45,2,156,3
"12701","Médio","0","1","0","sales",0.46,0.54,2,143,3
"12702","Médio","0","1","0","sales",0.89,0.82,4,243,5
"12703","Baixo","0","1","0","sales",0.45,0.5,2,147,3
"12704","Baixo","0","1","0","sales",0.44,0.53,2,159,3
"12705","Baixo","0","1","0","sales",0.74,0.54,5,216,3
"12706","Baixo","0","1","0","sales",0.45,0.54,2,152,3
"12707","Baixo","0","1","0","sales",0.79,0.93,4,226,5
"12708","Baixo","0","1","0","sales",0.79,0.91,5,271,5
"12709","Baixo","0","1","0","sales",0.11,0.87,6,255,4
"12710","Baixo","0","1","0","sales",0.42,0.48,2,140,3
"12711","Baixo","0","1","0","sales",0.64,0.9,6,252,2
"12712","Baixo","0","1","0","sales",0.4,0.55,2,159,3
"12713","Baixo","0","1","0","sales",0.84,0.98,5,270,5
"12714","Baixo","0","1","0","sales",0.73,0.92,5,232,5
"12715","Baixo","0","1","0","accounting",0.4,0.51,2,144,3
"12716","Baixo","0","1","0","accounting",0.36,0.45,2,127,3
"12717","Baixo","0","1","0","accounting",0.43,0.47,2,131,3
"12718","Baixo","0","1","0","hr",0.11,0.78,6,243,4
"12719","Baixo","0","1","0","hr",0.91,1,5,244,6
"12720","Baixo","0","1","0","hr",0.8,1,5,260,5
"12721","Baixo","0","1","0","hr",0.42,0.49,2,139,3
"12722","Baixo","0","1","0","technical",0.31,0.87,4,184,3
"12723","Baixo","0","1","0","technical",0.44,0.47,2,130,3
"12724","Médio","0","1","0","technical",0.38,0.54,2,135,3
"12725","Médio","0","1","0","technical",0.45,0.56,2,146,3
"12726","Médio","0","1","0","technical",0.43,0.46,2,149,3
"12727","Médio","1","1","0","technical",0.45,0.46,2,153,3
"12728","Médio","0","1","0","technical",0.43,0.57,2,160,3
"12729","Médio","0","1","0","technical",0.43,0.49,2,160,3
"12730","Médio","0","1","0","technical",0.09,0.83,6,282,4
"12731","Médio","0","1","0","technical",0.43,0.47,2,128,3
"12732","Médio","0","1","0","technical",0.79,0.94,4,232,5
"12733","Médio","0","1","0","support",0.85,0.58,3,226,2
"12734","Médio","0","1","0","support",0.38,0.45,2,129,3
"12735","Médio","0","1","0","support",0.11,0.92,7,255,4
"12736","Alto","0","1","0","support",0.83,0.99,5,258,5
"12737","Baixo","0","1","0","support",0.81,0.91,4,229,5
"12738","Médio","0","1","0","support",0.42,0.56,2,143,3
"12739","Médio","0","1","0","support",0.11,0.87,6,257,4
"12740","Médio","0","1","0","support",0.11,0.85,7,275,4
"12741","Médio","0","1","0","support",0.1,0.89,7,291,4
"12742","Baixo","0","1","0","support",0.5,0.54,5,153,4
"12743","Baixo","0","1","0","support",0.44,0.49,2,154,3
"12744","Baixo","0","1","0","technical",0.11,0.9,6,301,4
"12745","Baixo","0","1","0","technical",0.39,0.52,2,134,3
"12746","Baixo","0","1","0","technical",0.11,0.78,6,245,4
"12747","Baixo","0","1","0","management",0.36,0.5,2,132,3
"12748","Baixo","0","1","0","IT",0.43,0.51,2,130,3
"12749","Baixo","0","1","0","IT",0.4,0.5,2,127,3
"12750","Baixo","0","1","0","IT",0.86,0.84,4,246,6
"12751","Baixo","0","1","0","IT",0.38,0.49,2,145,3
"12752","Baixo","0","1","1","IT",0.46,0.45,2,138,3
"12753","Baixo","0","1","0","product_mng",0.37,0.57,2,129,3
"12754","Baixo","0","1","0","product_mng",0.43,0.52,2,150,3
"12755","Baixo","0","1","0","product_mng",0.66,0.93,5,253,5
"12756","Baixo","0","1","0","product_mng",0.37,0.48,2,160,3
"12757","Baixo","0","1","0","IT",0.77,0.92,5,235,5
"12758","Baixo","0","1","0","sales",0.38,0.55,2,151,3
"12759","Baixo","0","1","0","sales",0.39,0.54,2,127,3
"12760","Baixo","0","1","0","sales",0.41,0.55,2,151,3
"12761","Baixo","0","1","0","sales",0.1,0.9,7,290,4
"12762","Baixo","0","1","0","sales",0.09,0.93,6,249,4
"12763","Médio","0","1","0","marketing",0.41,0.47,2,131,3
"12764","Médio","0","1","0","sales",0.39,0.46,2,159,3
"12765","Médio","0","1","0","accounting",0.83,0.99,4,223,5
"12766","Médio","0","1","0","support",0.09,0.87,3,214,2
"12767","Médio","0","1","0","technical",0.75,0.81,5,227,5
"12768","Médio","0","1","0","management",0.44,0.54,2,127,3
"12769","Médio","0","1","0","marketing",0.1,0.84,6,293,5
"12770","Médio","0","1","0","marketing",0.42,0.46,2,141,3
"12771","Médio","0","1","0","marketing",0.1,0.83,6,300,4
"12772","Médio","0","1","0","sales",0.1,0.86,6,309,4
"12773","Médio","0","1","0","sales",0.31,0.77,4,149,3
"12774","Médio","0","1","0","sales",0.42,0.54,2,159,3
"12775","Alto","0","1","0","sales",0.38,0.5,2,152,3
"12776","Baixo","0","1","0","sales",0.39,0.57,2,158,3
"12777","Médio","0","1","0","sales",0.1,0.97,6,254,5
"12778","Médio","0","1","0","sales",0.11,0.93,6,294,4
"12779","Médio","0","1","0","sales",0.1,0.92,7,269,4
"12780","Médio","0","1","0","sales",0.11,0.9,7,247,4
"12781","Baixo","0","1","0","sales",0.44,0.65,3,271,4
"12782","Baixo","0","1","0","sales",0.91,0.96,4,232,5
"12783","Baixo","0","1","0","sales",0.72,1,4,245,5
"12784","Baixo","0","0","0","technical",0.66,0.66,3,225,3
"12785","Baixo","0","0","0","technical",0.2,0.69,6,236,4
"12786","Baixo","1","0","0","technical",0.97,0.78,3,268,3
"12787","Baixo","0","0","0","technical",0.59,0.73,2,230,3
"12788","Baixo","0","0","0","technical",0.88,0.6,4,162,2
"12789","Baixo","0","0","0","technical",0.16,0.73,4,197,2
"12790","Baixo","0","0","0","support",0.61,0.96,3,247,3
"12791","Baixo","0","0","0","support",0.52,0.79,4,234,3
"12792","Baixo","0","0","0","support",0.82,0.49,4,276,4
"12793","Médio","0","0","0","support",0.75,0.94,5,217,2
"12794","Médio","0","0","0","support",0.62,0.5,4,156,2
"12795","Médio","0","0","0","support",0.91,0.88,3,189,2
"12796","Médio","0","0","0","support",0.61,0.98,2,238,4
"12797","Médio","1","0","0","support",0.79,0.77,3,201,6
"12798","Médio","1","0","0","support",0.9,0.93,4,263,3
"12799","Médio","0","0","0","support",0.75,0.83,3,146,3
"12800","Médio","0","0","0","support",0.81,0.64,4,213,3
"12801","Médio","0","0","0","technical",0.59,0.88,3,159,2
"12802","Médio","1","0","0","technical",0.56,0.83,3,236,3
"12803","Médio","0","0","0","technical",0.98,0.79,5,257,4
"12804","Médio","0","0","0","management",0.59,0.72,4,168,4
"12805","Alto","0","0","0","IT",0.61,0.67,4,151,3
"12806","Baixo","0","0","0","IT",0.78,0.7,4,139,3
"12807","Médio","0","0","0","IT",0.55,0.93,5,196,3
"12808","Médio","0","0","0","IT",0.2,0.97,4,237,5
"12809","Médio","0","0","0","IT",0.79,0.44,2,236,3
"12810","Médio","0","0","0","product_mng",0.52,0.98,4,265,3
"12811","Baixo","0","0","0","product_mng",0.97,0.52,4,207,3
"12812","Baixo","0","0","0","product_mng",0.63,0.94,4,219,3
"12813","Baixo","0","0","0","product_mng",0.85,0.99,3,208,2
"12814","Baixo","0","0","0","IT",0.59,0.74,3,240,3
"12815","Baixo","0","0","0","RandD",0.64,0.6,3,135,3
"12816","Baixo","1","0","0","RandD",0.8,0.67,3,236,3
"12817","Baixo","0","0","0","RandD",0.61,0.75,3,140,3
"12818","Baixo","0","0","0","RandD",0.87,0.61,3,162,2
"12819","Médio","1","0","0","RandD",0.75,0.59,3,117,3
"12820","Médio","0","0","0","marketing",0.96,0.51,4,225,3
"12821","Médio","0","0","0","sales",0.75,0.92,3,211,3
"12822","Médio","0","0","0","accounting",0.19,0.58,4,173,5
"12823","Médio","0","0","0","support",0.52,0.97,4,170,3
"12824","Médio","0","0","0","technical",0.6,0.6,3,242,3
"12825","Médio","0","0","0","management",0.9,0.81,4,175,3
"12826","Médio","0","0","0","marketing",0.89,0.92,3,195,2
"12827","Médio","1","0","0","marketing",0.54,0.93,4,184,2
"12828","Médio","0","0","0","marketing",0.99,0.55,3,170,3
"12829","Médio","0","0","0","sales",0.66,0.56,4,185,3
"12830","Médio","0","0","0","sales",0.92,0.64,4,259,2
"12831","Médio","0","0","0","sales",0.19,0.72,4,102,3
"12832","Médio","0","0","0","sales",0.39,0.37,5,156,4
"12833","Médio","0","0","0","sales",0.41,0.68,3,191,4
"12834","Médio","0","0","0","sales",0.6,0.49,3,239,2
"12835","Médio","0","0","0","sales",0.95,0.54,4,235,4
"12836","Médio","0","0","0","sales",0.51,0.87,2,130,4
"12837","Médio","0","0","0","sales",0.54,0.74,2,166,3
"12838","Médio","0","0","0","sales",0.16,0.54,5,206,5
"12839","Médio","0","0","0","sales",0.98,0.77,3,191,2
"12840","Médio","0","0","0","sales",0.65,0.75,3,214,3
"12841","Médio","0","0","0","sales",0.38,0.5,3,196,3
"12842","Médio","0","0","0","sales",0.95,0.71,4,151,4
"12843","Médio","0","0","0","sales",0.6,0.62,5,165,2
"12844","Alto","0","0","0","sales",0.78,0.91,3,177,2
"12845","Alto","0","0","0","sales",0.19,0.63,6,241,6
"12846","Alto","0","0","0","sales",0.56,0.99,4,230,3
"12847","Alto","0","0","0","sales",0.21,0.71,4,270,2
"12848","Alto","0","0","0","accounting",0.83,0.71,3,234,4
"12849","Alto","1","0","0","accounting",0.5,0.64,3,257,2
"12850","Alto","0","0","0","accounting",0.74,0.87,5,264,3
"12851","Alto","0","0","0","hr",0.75,0.83,4,133,4
"12852","Alto","0","0","0","hr",0.85,0.66,4,155,4
"12853","Alto","0","0","0","hr",0.93,0.59,3,202,2
"12854","Alto","0","0","0","hr",0.76,0.7,3,136,2
"12855","Alto","1","0","0","technical",0.91,0.78,3,269,3
"12856","Baixo","0","0","0","technical",0.22,0.54,6,169,4
"12857","Baixo","1","0","0","technical",0.78,0.52,5,192,3
"12858","Baixo","1","0","0","technical",0.53,0.8,4,241,3
"12859","Baixo","0","0","0","technical",0.58,0.69,4,165,3
"12860","Baixo","0","0","0","technical",0.99,0.81,3,183,2
"12861","Baixo","0","0","0","technical",0.62,0.64,4,163,3
"12862","Baixo","0","0","0","technical",0.59,0.69,3,162,3
"12863","Baixo","0","0","0","technical",0.13,0.76,5,219,4
"12864","Baixo","0","0","0","technical",0.19,0.63,4,278,6
"12865","Baixo","0","0","0","technical",0.94,0.99,2,273,4
"12866","Baixo","0","0","0","support",0.53,0.96,4,272,2
"12867","Baixo","0","0","0","support",0.96,0.85,5,168,2
"12868","Baixo","1","0","0","support",0.62,0.87,4,221,3
"12869","Baixo","0","0","0","support",0.81,0.86,4,213,3
"12870","Baixo","0","0","0","support",0.63,0.78,4,275,3
"12871","Médio","0","0","0","support",0.92,0.68,5,177,4
"12872","Médio","0","0","0","support",0.83,0.74,4,249,2
"12873","Médio","0","0","0","support",0.49,0.37,5,246,3
"12874","Médio","0","0","0","support",0.8,0.66,4,223,3
"12875","Médio","0","0","0","support",0.54,0.76,4,244,2
"12876","Médio","1","0","0","support",0.37,0.72,3,169,2
"12877","Médio","0","0","0","technical",0.93,0.56,5,140,3
"12878","Médio","0","0","0","technical",0.88,0.99,5,253,2
"12879","Médio","0","0","0","technical",0.79,0.87,3,194,2
"12880","Médio","0","0","0","management",0.65,0.88,4,173,3
"12881","Médio","0","0","0","IT",0.72,0.7,4,172,3
"12882","Médio","0","0","0","IT",0.58,0.49,3,167,3
"12883","Alto","0","0","0","IT",0.37,0.51,2,153,3
"12884","Alto","0","0","0","IT",0.87,0.97,4,243,3
"12885","Alto","0","0","0","IT",0.63,0.72,6,163,4
"12886","Alto","0","0","0","product_mng",0.72,0.79,3,221,3
"12887","Alto","0","0","0","product_mng",0.36,0.55,3,191,3
"12888","Alto","0","0","0","product_mng",0.96,0.7,4,272,3
"12889","Alto","0","0","0","product_mng",0.52,0.37,2,118,2
"12890","Alto","0","0","0","IT",0.16,0.83,5,173,4
"12891","Baixo","1","0","0","RandD",0.63,0.55,4,200,3
"12892","Baixo","1","0","0","RandD",0.92,0.76,5,132,3
"12893","Baixo","0","0","0","RandD",0.82,0.49,4,180,2
"12894","Baixo","0","0","0","RandD",0.18,0.54,4,145,5
"12895","Baixo","0","0","0","RandD",0.73,0.48,4,139,2
"12896","Baixo","0","0","0","marketing",0.44,0.61,5,230,6
"12897","Baixo","0","0","0","sales",0.73,0.62,4,247,4
"12898","Baixo","0","0","0","accounting",0.62,0.95,4,140,2
"12899","Médio","1","0","0","support",0.94,0.8,4,266,3
"12900","Médio","0","0","0","technical",0.76,0.74,4,261,3
"12901","Médio","0","0","0","management",0.89,0.49,4,275,3
"12902","Médio","0","0","0","marketing",0.9,0.88,5,254,2
"12903","Médio","0","0","0","marketing",1,0.93,5,231,2
"12904","Médio","0","0","0","marketing",0.71,0.9,3,138,3
"12905","Médio","0","0","0","sales",0.73,0.97,4,163,3
"12906","Médio","0","0","0","sales",0.97,0.9,5,262,3
"12907","Médio","0","0","0","sales",0.6,0.59,4,201,3
"12908","Médio","0","0","0","sales",0.82,0.67,3,229,3
"12909","Médio","0","0","0","sales",0.95,0.48,4,228,2
"12910","Médio","0","0","0","sales",0.88,0.65,5,228,3
"12911","Médio","0","0","0","sales",0.79,0.49,3,273,3
"12912","Médio","0","0","0","sales",0.52,0.96,4,171,2
"12913","Médio","0","0","0","sales",0.22,0.61,3,148,5
"12914","Médio","0","0","0","sales",0.59,0.96,5,211,3
"12915","Médio","0","0","0","sales",0.84,0.64,2,211,3
"12916","Médio","0","0","0","sales",0.54,0.41,3,175,3
"12917","Médio","0","0","0","sales",1,0.86,4,245,4
"12918","Médio","1","0","0","sales",0.93,0.59,3,273,2
"12919","Médio","1","0","0","sales",0.96,0.55,3,225,4
"12920","Médio","0","0","0","sales",0.56,0.41,5,152,3
"12921","Médio","0","0","0","sales",0.49,0.66,5,194,3
"12922","Alto","1","0","0","sales",0.89,0.51,4,185,3
"12923","Baixo","0","0","0","sales",0.57,0.91,3,193,2
"12924","Médio","0","0","0","accounting",0.96,0.64,3,166,2
"12925","Médio","1","0","0","accounting",0.65,0.89,5,223,3
"12926","Médio","1","0","0","accounting",0.14,0.66,5,281,4
"12927","Médio","0","0","0","hr",0.64,0.49,3,241,3
"12928","Médio","1","0","0","hr",0.98,0.91,3,165,2
"12929","Médio","0","0","0","hr",0.71,0.59,4,143,2
"12930","Médio","0","0","0","hr",0.96,0.49,5,137,3
"12931","Médio","1","0","0","technical",0.9,0.57,4,185,3
"12932","Médio","1","0","0","technical",0.52,0.96,3,271,3
"12933","Médio","1","0","0","technical",0.78,0.98,4,207,2
"12934","Baixo","0","0","0","technical",0.62,0.69,4,184,3
"12935","Baixo","0","0","0","technical",0.6,0.8,4,253,2
"12936","Baixo","0","0","0","technical",0.82,0.62,3,152,6
"12937","Baixo","0","0","0","technical",0.52,0.55,3,225,2
"12938","Baixo","0","0","0","technical",0.13,0.84,5,189,5
"12939","Baixo","0","0","0","technical",0.97,0.93,3,153,2
"12940","Baixo","0","0","0","technical",0.63,0.9,4,245,3
"12941","Alto","0","0","0","technical",0.68,0.78,5,233,3
"12942","Baixo","0","0","0","support",0.74,0.83,4,210,3
"12943","Alto","0","0","0","support",0.89,0.57,4,176,4
"12944","Alto","0","0","0","support",0.28,0.95,5,191,3
"12945","Baixo","0","0","0","support",0.61,0.9,3,224,3
"12946","Baixo","0","0","0","support",0.67,0.49,3,185,3
"12947","Alto","0","0","0","support",0.86,0.64,3,245,4
"12948","Baixo","0","0","0","support",0.87,0.93,3,173,2
"12949","Médio","0","0","0","support",0.7,0.95,4,231,3
"12950","Alto","0","0","0","support",0.68,0.84,3,270,3
"12951","Médio","0","0","0","support",0.69,0.75,5,196,3
"12952","Médio","0","0","0","support",0.97,0.83,3,238,2
"12953","Médio","0","0","0","technical",0.62,0.89,4,261,2
"12954","Médio","0","0","0","technical",0.55,0.87,3,201,2
"12955","Alto","0","0","0","technical",0.61,0.73,3,252,3
"12956","Médio","0","0","0","management",0.15,0.81,3,191,5
"12957","Médio","0","0","0","IT",0.84,0.86,3,199,3
"12958","Médio","1","0","0","IT",0.87,0.64,5,234,2
"12959","Alto","0","0","0","IT",0.93,0.86,4,192,4
"12960","Médio","0","0","0","IT",0.14,0.73,6,237,5
"12961","Alto","0","0","0","IT",0.96,0.7,3,207,3
"12962","Baixo","0","0","0","product_mng",0.41,0.63,2,145,2
"12963","Médio","0","0","0","product_mng",0.84,0.96,6,155,5
"12964","Médio","0","0","0","product_mng",0.94,0.69,5,145,2
"12965","Médio","0","0","0","product_mng",0.6,0.86,6,247,6
"12966","Médio","0","0","0","IT",0.7,0.73,4,182,3
"12967","Baixo","0","0","0","RandD",0.29,0.91,4,183,4
"12968","Baixo","0","0","0","RandD",0.31,0.51,2,146,3
"12969","Baixo","0","0","0","RandD",0.73,0.99,3,241,3
"12970","Baixo","1","0","0","RandD",0.51,0.52,5,261,3
"12971","Baixo","0","0","0","RandD",0.58,0.77,4,140,3
"12972","Baixo","0","0","0","marketing",0.59,0.97,3,257,3
"12973","Baixo","0","0","0","marketing",0.95,0.9,3,186,2
"12974","Baixo","0","0","0","sales",0.84,0.93,3,159,3
"12975","Baixo","1","0","0","accounting",0.28,0.37,3,164,4
"12976","Baixo","1","0","0","support",0.94,0.52,4,217,6
"12977","Alto","0","0","0","technical",0.49,0.59,4,137,4
"12978","Baixo","1","0","0","management",0.72,0.5,4,164,2
"12979","Baixo","0","0","0","marketing",0.19,0.85,5,249,3
"12980","Baixo","0","0","0","marketing",0.83,0.95,3,264,2
"12981","Baixo","1","0","0","marketing",0.79,0.92,4,208,2
"12982","Alto","0","0","0","sales",0.72,0.61,3,175,3
"12983","Baixo","0","0","0","sales",0.97,0.74,4,209,2
"12984","Baixo","0","0","0","sales",0.92,0.83,4,268,4
"12985","Baixo","0","0","0","sales",0.95,0.53,3,264,3
"12986","Alto","0","0","0","sales",0.76,0.64,4,234,2
"12987","Baixo","0","0","0","sales",0.24,0.62,5,199,4
"12988","Médio","0","0","1","sales",0.89,0.99,4,205,2
"12989","Alto","0","0","1","sales",0.69,0.63,5,140,4
"12990","Médio","0","0","1","sales",0.92,0.98,3,257,3
"12991","Alto","0","0","1","sales",0.79,0.61,4,227,2
"12992","Médio","0","0","1","sales",0.87,0.94,4,189,3
"12993","Médio","1","0","0","sales",0.89,0.88,5,241,2
"12994","Médio","0","0","0","sales",0.75,0.77,5,199,4
"12995","Médio","0","0","0","sales",0.78,0.6,4,206,3
"12996","Médio","0","0","0","sales",0.13,0.62,5,268,3
"12997","Médio","1","0","0","sales",0.94,0.86,3,221,3
"12998","Médio","0","0","0","sales",0.94,0.88,4,262,2
"12999","Médio","0","0","0","sales",0.67,0.6,5,253,6
"13000","Alto","0","0","0","sales",0.6,0.73,5,241,3
"13001","Baixo","0","0","0","accounting",0.62,0.94,4,252,4
"13002","Médio","0","0","0","accounting",0.38,0.52,2,171,3
"13003","Médio","0","0","0","accounting",0.8,0.77,4,194,3
"13004","Médio","0","0","0","hr",0.61,0.42,3,104,2
"13005","Médio","0","0","0","hr",0.61,0.56,4,176,3
"13006","Médio","0","0","0","hr",0.66,0.8,4,192,3
"13007","Médio","0","0","0","hr",0.56,0.74,3,154,2
"13008","Médio","1","0","0","technical",1,0.55,4,186,4
"13009","Médio","0","0","0","technical",0.73,0.86,3,200,4
"13010","Médio","0","0","0","technical",0.6,0.66,4,132,4
"13011","Alto","0","0","0","technical",0.78,0.59,5,236,3
"13012","Baixo","0","0","0","technical",0.48,0.53,3,211,4
"13013","Baixo","0","0","0","technical",0.9,0.77,4,273,2
"13014","Baixo","0","0","0","technical",0.16,0.76,4,223,4
"13015","Alto","0","0","0","technical",0.5,0.75,3,204,2
"13016","Baixo","1","0","0","technical",0.66,0.65,3,196,3
"13017","Baixo","0","0","0","technical",0.44,0.37,2,219,2
"13018","Baixo","0","0","0","technical",0.95,0.67,4,261,3
"13019","Alto","0","0","0","support",0.9,0.65,3,254,2
"13020","Baixo","0","0","0","support",0.27,0.48,4,185,2
"13021","Baixo","0","0","0","support",0.51,0.74,6,98,3
"13022","Baixo","0","0","0","support",0.68,0.76,3,260,4
"13023","Baixo","1","0","0","support",0.97,0.93,5,137,2
"13024","Baixo","1","0","0","support",0.91,0.75,4,159,3
"13025","Baixo","0","0","0","support",0.76,0.88,5,265,4
"13026","Baixo","1","0","0","support",0.88,0.61,4,177,4
"13027","Médio","0","0","0","support",0.83,0.73,4,247,2
"13028","Médio","0","0","0","support",0.78,0.54,3,161,3
"13029","Médio","0","0","0","support",0.52,0.38,2,103,3
"13030","Médio","0","0","0","technical",0.63,0.49,4,151,3
"13031","Médio","0","0","0","technical",0.9,0.74,3,193,3
"13032","Médio","0","0","0","technical",0.48,0.58,3,194,3
"13033","Médio","0","0","0","management",0.7,0.6,5,208,3
"13034","Médio","0","0","0","IT",0.68,0.66,4,229,3
"13035","Médio","0","0","0","IT",0.7,0.87,3,166,2
"13036","Médio","0","0","0","IT",0.77,0.5,3,141,3
"13037","Médio","0","0","0","IT",0.73,0.93,3,249,2
"13038","Médio","0","0","0","IT",0.87,0.48,4,264,3
"13039","Alto","0","0","0","product_mng",0.65,0.98,3,252,2
"13040","Baixo","0","0","0","product_mng",0.62,0.7,2,134,3
"13041","Médio","1","0","0","product_mng",0.53,0.51,3,274,2
"13042","Médio","0","0","0","product_mng",0.59,0.39,5,200,4
"13043","Médio","0","0","0","IT",0.87,0.72,2,154,3
"13044","Médio","0","0","0","RandD",0.47,0.53,3,111,4
"13045","Baixo","0","0","0","RandD",0.96,0.81,3,247,3
"13046","Baixo","0","0","0","RandD",0.79,0.74,3,169,3
"13047","Baixo","1","0","0","RandD",0.84,0.6,3,250,3
"13048","Baixo","1","0","0","RandD",0.68,0.49,3,178,3
"13049","Baixo","0","0","0","RandD",0.86,0.66,4,251,3
"13050","Baixo","0","0","0","marketing",0.73,0.98,5,272,2
"13051","Baixo","0","0","0","sales",0.9,0.67,2,229,4
"13052","Baixo","0","0","0","accounting",0.63,0.64,3,180,3
"13053","Baixo","0","0","0","support",0.71,0.72,3,271,2
"13054","Baixo","0","0","0","technical",0.71,0.68,5,226,3
"13055","Baixo","0","0","0","management",0.95,0.62,4,150,2
"13056","Baixo","1","0","0","marketing",0.51,0.86,4,260,3
"13057","Baixo","0","0","0","marketing",0.77,0.91,4,161,3
"13058","Baixo","0","0","0","marketing",0.48,0.51,3,136,3
"13059","Baixo","1","0","0","sales",0.93,0.91,2,238,2
"13060","Baixo","0","0","0","sales",0.83,0.86,4,98,4
"13061","Baixo","0","0","0","sales",0.61,0.73,5,156,4
"13062","Baixo","0","0","0","sales",0.97,0.89,4,248,2
"13063","Baixo","0","0","0","sales",0.5,0.81,3,170,2
"13064","Baixo","0","0","0","sales",0.84,0.54,3,245,3
"13065","Baixo","0","0","0","sales",0.58,0.38,4,203,5
"13066","Médio","0","0","0","sales",0.59,0.72,3,182,3
"13067","Médio","0","0","1","sales",0.77,0.83,3,175,3
"13068","Médio","1","0","1","sales",0.78,0.4,4,145,5
"13069","Médio","1","0","1","sales",0.6,0.96,4,220,3
"13070","Médio","1","0","1","sales",0.53,0.77,4,259,2
"13071","Médio","0","0","1","sales",0.73,0.69,3,228,2
"13072","Médio","0","0","0","sales",0.76,0.94,3,189,3
"13073","Médio","0","0","0","sales",0.12,0.61,6,257,3
"13074","Médio","0","0","0","sales",0.2,0.98,3,180,6
"13075","Médio","0","0","0","sales",0.5,0.77,4,180,3
"13076","Médio","1","0","0","sales",0.79,0.65,5,215,2
"13077","Médio","0","0","0","sales",0.96,0.68,3,132,2
"13078","Alto","0","0","0","accounting",0.26,0.69,5,213,2
"13079","Baixo","0","0","0","accounting",0.8,0.72,4,173,3
"13080","Médio","0","0","0","accounting",0.43,0.71,3,186,2
"13081","Médio","0","0","0","hr",0.87,0.71,4,157,2
"13082","Médio","0","0","0","hr",0.63,0.75,4,175,4
"13083","Médio","1","0","0","hr",0.58,0.48,3,135,3
"13084","Baixo","0","0","0","hr",0.2,0.42,4,256,5
"13085","Baixo","0","0","0","technical",0.62,0.71,4,268,3
"13086","Baixo","0","0","0","technical",0.91,0.94,5,159,3
"13087","Baixo","0","0","0","technical",0.66,0.91,3,191,4
"13088","Baixo","0","0","0","technical",0.53,0.81,3,275,2
"13089","Baixo","1","0","0","technical",0.52,0.98,5,217,2
"13090","Baixo","0","0","0","technical",1,0.88,6,201,4
"13091","Baixo","0","0","0","technical",0.73,0.67,4,205,3
"13092","Baixo","1","0","0","technical",0.65,0.67,3,240,2
"13093","Baixo","0","0","0","technical",0.5,0.95,5,137,3
"13094","Baixo","0","0","0","technical",0.94,0.59,4,241,2
"13095","Baixo","0","0","0","technical",0.48,0.86,5,198,4
"13096","Baixo","0","0","0","support",0.67,0.87,5,254,2
"13097","Baixo","0","0","0","support",0.73,0.94,4,262,3
"13098","Baixo","0","0","0","support",0.63,0.71,4,244,2
"13099","Baixo","0","0","0","support",0.84,0.84,4,266,3
"13100","Baixo","0","0","0","support",0.2,0.94,6,191,5
"13101","Baixo","1","0","0","support",0.76,0.57,3,148,3
"13102","Baixo","0","0","0","support",0.55,0.54,3,233,2
"13103","Baixo","1","0","0","support",0.8,0.55,4,178,2
"13104","Baixo","1","0","0","support",0.64,0.91,3,165,3
"13105","Médio","0","0","0","support",0.59,0.97,5,179,6
"13106","Médio","0","0","0","support",0.92,0.98,3,149,3
"13107","Médio","1","0","0","technical",0.75,0.76,3,269,2
"13108","Médio","0","0","0","technical",0.69,0.74,5,227,2
"13109","Médio","0","0","0","technical",0.82,0.93,3,247,3
"13110","Médio","0","0","0","management",0.88,0.85,3,220,3
"13111","Médio","0","0","0","IT",0.89,0.91,3,233,2
"13112","Médio","0","0","0","IT",1,0.79,5,171,5
"13113","Médio","1","0","0","IT",0.66,0.91,4,234,2
"13114","Médio","0","0","0","IT",0.76,0.92,3,176,2
"13115","Médio","1","0","0","IT",0.8,0.62,5,190,4
"13116","Médio","0","0","0","product_mng",0.58,0.86,4,168,2
"13117","Alto","0","0","0","product_mng",0.73,0.93,3,205,3
"13118","Baixo","1","0","0","product_mng",1,0.73,5,189,3
"13119","Médio","0","0","0","product_mng",0.18,0.9,4,282,4
"13120","Médio","0","0","0","IT",0.47,0.46,2,152,2
"13121","Médio","0","0","0","RandD",0.92,0.64,4,217,4
